Sr.No,Time,Crank Angle (deg),"Piston_Effort
FP1 (N)","Piston_Effort
FP2 (N)","Piston_Effort
FP3 (N)",Connecting_Rod_Force FQ1 (N),Connecting_Rod_Force FQ2 (N),Connecting_Rod_Force FQ3 (N),Shear Force Pin_1,Shear Force Pin_2,Shear Force Pin_3,Slider_Force_FN1,Slider_Force_FN2,Slider_Force_FN3,Torque Nmm,Power Nmm/sec
173,2.39E-01,172,-22143.46,-22201.16,-22224.49,22378.52,23165.71,22471.3,22143.46,22201.16,22224.49,-3510,6630,-2850,10628.69,133564.0577
174,2.40E-01,173,-22142.57,-22202.06,-22224.49,22361.5,23169.61,22484.47,22142.57,22202.06,22224.49,-3410,6630,-2950,10619.61,133449.955
175,2.42E-01,174,-22141.69,-22202.94,-22224.48,22344.8,23172.86,22497.96,22141.69,22202.94,22224.48,-3310,6640,-3050,10618.03,133430.1002
176,2.43E-01,175,-22140.84,-22203.8,-22224.47,22328.43,23175.45,22511.78,22140.84,22203.8,22224.47,-3220,6640,-3150,10623.85,133503.2365
177,2.44E-01,176,-22140.01,-22204.65,-22224.45,22312.41,23177.39,22525.9,22140.01,22204.65,22224.45,-3120,6640,-3250,10636.96,133667.9816
178,2.46E-01,177,-22139.2,-22205.47,-22224.44,22296.75,23178.66,22540.31,22139.2,22205.47,22224.44,-3020,6640,-3350,10657.23,133922.7019
179,2.47E-01,178,-22138.42,-22206.28,-22224.41,22281.47,23179.28,22554.99,22138.42,22206.28,22224.41,-2920,6630,-3440,10684.51,134265.5125
180,2.49E-01,179,-22137.66,-22207.07,-22224.39,22266.6,23179.24,22569.92,22137.66,22207.07,22224.39,-2820,6630,-3540,10718.63,134694.2771
181,2.50E-01,180,-22136.92,-22207.83,-22224.36,22252.13,23178.54,22585.09,22136.92,22207.83,22224.36,-2710,6620,-3640,10759.4,135206.608
182,2.51E-01,181,-22136.21,-22208.58,-22224.32,22238.1,23177.19,22600.48,22136.21,22208.58,22224.32,-2610,6610,-3730,10806.63,135800.1177
183,2.53E-01,182,-22135.52,-22209.31,-22224.28,22224.5,23175.2,22616.07,22135.52,22209.31,22224.28,-2510,6600,-3820,10860.12,136472.2928
184,2.54E-01,183,-22134.85,-22210.02,-22224.23,22211.36,23172.56,22631.84,22134.85,22210.02,22224.23,-2410,6580,-3920,10919.62,137219.9919
185,2.56E-01,184,-22134.22,-22210.71,-22224.18,22198.69,23169.29,22647.77,22134.22,22210.71,22224.18,-2300,6560,-4010,10984.91,138040.4502
186,2.57E-01,185,-22133.61,-22211.37,-22224.12,22186.5,23165.39,22663.84,22133.61,22211.37,22224.12,-2200,6540,-4100,11055.76,138930.7776
187,2.58E-01,186,-22133.02,-22212.02,-22224.06,22174.8,23160.87,22680.04,22133.02,22212.02,22224.06,-2090,6520,-4190,11131.89,139887.4554
188,2.60E-01,187,-22132.47,-22212.65,-22223.98,22163.61,23155.74,22696.35,22132.47,22212.65,22223.98,-1990,6500,-4280,11213.07,140907.5933
189,2.61E-01,188,-22131.94,-22213.26,-22223.9,22152.93,23150,22712.73,22131.94,22213.26,22223.9,-1880,6470,-4360,11299.03,141987.7986
190,2.63E-01,189,-22131.43,-22213.85,-22223.81,22142.78,23143.67,22729.19,22131.43,22213.85,22223.81,-1770,6440,-4450,11389.5,143124.6781
191,2.64E-01,190,-22130.96,-22214.42,-22223.71,22133.16,23136.76,22745.68,22130.96,22214.42,22223.71,-1670,6410,-4530,11484.22,144314.9647
192,2.65E-01,191,-22130.51,-22214.97,-22223.61,22124.09,23129.29,22762.19,22130.51,22214.97,22223.61,-1560,6380,-4620,11582.9,145555.0142
193,2.67E-01,192,-22130.1,-22215.5,-22223.49,22115.57,23121.26,22778.71,22130.1,22215.5,22223.49,-1450,6350,-4700,11685.3,146841.8105
194,2.68E-01,193,-22129.71,-22216.01,-22223.37,22107.61,23112.68,22795.2,22129.71,22216.01,22223.37,-1340,6310,-4780,11791.12,148171.5839
195,2.69E-01,194,-22129.35,-22216.5,-22223.23,22100.22,23103.58,22811.66,22129.35,22216.5,22223.23,-1230,6270,-4860,11900.1,149541.0669
196,2.71E-01,195,-22129.02,-22216.97,-22223.09,22093.41,23093.97,22828.05,22129.02,22216.97,22223.09,-1130,6230,-4940,12011.96,150946.7412
197,2.72E-01,196,-22128.72,-22217.43,-22222.93,22087.18,23083.86,22844.35,22128.72,22217.43,22222.93,-1020,6190,-5010,12126.45,152385.4649
198,2.74E-01,197,-22128.45,-22217.86,-22222.76,22081.54,23073.27,22860.55,22128.45,22217.86,22222.76,-907,6140,-5090,12243.28,153853.594
199,2.75E-01,198,-22128.21,-22218.28,-22222.58,22076.49,23062.21,22876.61,22128.21,22218.28,22222.58,-798,6100,-5160,12362.19,155347.8611
200,2.76E-01,199,-22128,-22218.68,-22222.39,22072.05,23050.71,22892.53,22128,22218.68,22222.39,-688,6050,-5230,12482.91,156864.8734
201,2.78E-01,200,-22127.82,-22219.07,-22222.19,22068.2,23038.78,22908.28,22127.82,22219.07,22222.19,-578,6000,-5300,12605.19,158401.4892
202,2.79E-01,201,-22127.67,-22219.43,-22221.97,22064.96,23026.45,22923.83,22127.67,22219.43,22221.97,-469,5950,-5370,12728.76,159954.3156
203,2.81E-01,202,-22127.55,-22219.78,-22221.74,22062.33,23013.72,22939.16,22127.55,22219.78,22221.74,-359,5890,-5440,12853.36,161520.0854
204,2.82E-01,203,-22127.46,-22220.11,-22221.5,22060.31,23000.62,22954.26,22127.46,22220.11,22221.5,-248,5840,-5510,12978.74,163095.6569
205,2.83E-01,204,-22127.4,-22220.43,-22221.24,22058.9,22987.17,22969.1,22127.4,22220.43,22221.24,-138,5780,-5570,13104.63,164677.6373
206,2.85E-01,205,-22127.37,-22220.73,-22220.96,22058.11,22973.39,22983.66,22127.37,22220.73,22220.96,-28,5720,-5630,13230.77,166262.7593
207,2.86E-01,206,-22127.38,-22221.02,-22220.68,22057.93,22959.29,22997.92,22127.38,22221.02,22220.68,82.3,5660,-5690,13356.93,167848.1327
208,2.88E-01,207,-22127.41,-22221.29,-22220.37,22058.37,22944.91,23011.86,22127.41,22221.29,22220.37,192,5600,-5750,13482.83,169430.2387
209,2.89E-01,208,-22127.47,-22221.54,-22220.05,22059.42,22930.26,23025.45,22127.47,22221.54,22220.05,303,5530,-5810,13608.23,171006.0616
210,2.90E-01,209,-22127.57,-22221.79,-22219.72,22061.09,22915.35,23038.69,22127.57,22221.79,22219.72,413,5470,-5870,13732.86,172572.2084
211,2.92E-01,210,-22127.69,-22222.01,-22219.36,22063.36,22900.22,23051.54,22127.69,22222.01,22219.36,523,5400,-5920,13856.49,174125.7888
212,2.93E-01,211,-22127.85,-22222.23,-22218.99,22066.25,22884.89,23063.99,22127.85,22222.23,22218.99,633,5330,-5970,13978.84,175663.2842
213,2.94E-01,212,-22128.03,-22222.43,-22218.61,22069.74,22869.37,23076.02,22128.03,22222.43,22218.61,742,5260,-6020,14099.67,177181.6788
214,2.96E-01,213,-22128.25,-22222.62,-22218.2,22073.84,22853.69,23087.62,22128.25,22222.62,22218.2,852,5190,-6070,14218.71,178677.5795
215,2.97E-01,214,-22128.5,-22222.8,-22217.78,22078.53,22837.87,23098.76,22128.5,22222.8,22217.78,962,5110,-6110,14335.71,180147.8449
216,2.99E-01,215,-22128.77,-22222.96,-22217.34,22083.82,22821.93,23109.42,22128.77,22222.96,22217.34,1070,5040,-6160,14450.4,181589.0819
217,3.00E-01,216,-22129.08,-22223.12,-22216.89,22089.7,22805.89,23119.6,22129.08,22223.12,22216.89,1180,4960,-6200,14562.53,182998.1491
218,3.01E-01,217,-22129.41,-22223.26,-22216.41,22096.16,22789.78,23129.27,22129.41,22223.26,22216.41,1290,4880,-6240,14671.83,184371.6534
219,3.03E-01,218,-22129.78,-22223.4,-22215.91,22103.2,22773.61,23138.41,22129.78,22223.4,22215.91,1400,4800,-6280,14778.04,185706.3276
220,3.04E-01,219,-22130.17,-22223.52,-22215.4,22110.81,22757.41,23147.02,22130.17,22223.52,22215.4,1500,4720,-6320,14880.89,186998.7788
221,3.06E-01,220,-22130.59,-22223.63,-22214.87,22118.98,22741.2,23155.08,22130.59,22223.63,22214.87,1610,4640,-6350,14980.13,188245.8654
222,3.07E-01,221,-22131.04,-22223.74,-22214.31,22127.7,22724.99,23162.58,22131.04,22223.74,22214.31,1720,4560,-6380,15075.48,189444.0689
223,3.08E-01,222,-22131.52,-22223.83,-22213.74,22136.97,22708.82,23169.49,22131.52,22223.83,22213.74,1830,4470,-6410,15166.68,190590.1219
224,3.10E-01,223,-22132.03,-22223.92,-22213.15,22146.78,22692.7,23175.82,22132.03,22223.92,22213.15,1930,4390,-6440,15253.48,191680.8828
225,3.11E-01,224,-22132.57,-22224,-22212.53,22157.11,22676.66,23181.54,22132.57,22224,22212.53,2040,4300,-6460,15335.62,192713.0845
226,3.13E-01,225,-22133.13,-22224.07,-22211.9,22167.96,22660.7,23186.66,22133.13,22224.07,22211.9,2150,4210,-6490,15412.83,193683.334
227,3.14E-01,226,-22133.72,-22224.14,-22211.25,22179.31,22644.86,23191.15,22133.72,22224.14,22211.25,2250,4120,-6510,15484.88,194588.741
228,3.15E-01,227,-22134.33,-22224.19,-22210.58,22191.16,22629.15,23195.02,22134.33,22224.19,22210.58,2360,4030,-6530,15551.52,195426.1639
229,3.17E-01,228,-22134.97,-22224.25,-22209.89,22203.49,22613.59,23198.24,22134.97,22224.25,22209.89,2460,3940,-6550,15612.5,196192.4612
230,3.18E-01,229,-22135.64,-22224.29,-22209.17,22216.29,22598.21,23200.82,22135.64,22224.29,22209.17,2560,3850,-6560,15667.61,196884.9939
231,3.19E-01,230,-22136.33,-22224.33,-22208.44,22229.55,22583.01,23202.76,22136.33,22224.33,22208.44,2670,3750,-6570,15716.62,197500.8717
232,3.21E-01,231,-22137.05,-22224.37,-22207.69,22243.25,22568.02,23204.03,22137.05,22224.37,22207.69,2770,3660,-6580,15759.32,198037.4558
233,3.22E-01,232,-22137.79,-22224.4,-22206.92,22257.38,22553.26,23204.65,22137.79,22224.4,22206.92,2870,3560,-6590,15795.51,198492.2327
234,3.24E-01,233,-22138.56,-22224.42,-22206.13,22271.92,22538.74,23204.6,22138.56,22224.42,22206.13,2970,3470,-6600,15825.01,198862.9406
235,3.25E-01,234,-22139.35,-22224.44,-22205.32,22286.86,22524.48,23203.89,22139.35,22224.44,22205.32,3070,3370,-6600,15847.66,199147.5689
236,3.26E-01,235,-22140.16,-22224.46,-22204.49,22302.19,22510.5,23202.52,22140.16,22224.46,22204.49,3170,3270,-6600,15863.3,199344.107
237,3.28E-01,236,-22141,-22224.47,-22203.64,22317.88,22496.81,23200.48,22141,22224.47,22203.64,3270,3170,-6600,15871.79,199450.7955
238,3.29E-01,237,-22141.85,-22224.48,-22202.78,22333.92,22483.44,23197.77,22141.85,22224.48,22202.78,3370,3070,-6600,15873.03,199466.3778
239,3.31E-01,238,-22142.73,-22224.49,-22201.89,22350.3,22470.39,23194.4,22142.73,22224.49,22201.89,3460,2970,-6590,15866.91,199389.4716
240,3.32E-01,239,-22143.63,-22224.49,-22200.99,22366.99,22457.68,23190.36,22143.63,22224.49,22200.99,3560,2870,-6590,15853.38,199219.4486
241,3.33E-01,240,-22144.55,-22224.49,-22200.07,22383.99,22445.33,23185.67,22144.55,22224.49,22200.07,3660,2770,-6580,15832.36,198955.3035
242,3.35E-01,241,-22145.48,-22224.49,-22199.13,22401.26,22433.34,23180.33,22145.48,22224.49,22199.13,3750,2660,-6570,15803.85,198597.0362
243,3.36E-01,242,-22146.44,-22224.49,-22198.18,22418.79,22421.74,23174.34,22146.44,22224.49,22198.18,3840,2560,-6550,15767.84,198144.5212
244,3.38E-01,243,-22147.41,-22224.49,-22197.21,22436.57,22410.53,23167.71,22147.41,22224.49,22197.21,3940,2460,-6540,15724.36,197598.1354
245,3.39E-01,244,-22148.4,-22224.48,-22196.22,22454.57,22399.73,23160.44,22148.4,22224.48,22196.22,4030,2350,-6520,15673.45,196958.3815
246,3.40E-01,245,-22149.41,-22224.48,-22195.22,22472.77,22389.36,23152.55,22149.41,22224.48,22195.22,4120,2250,-6500,15615.2,196226.3904
247,3.42E-01,246,-22150.43,-22224.47,-22194.2,22491.16,22379.41,23144.05,22150.43,22224.47,22194.2,4210,2140,-6480,15549.72,195403.5445
248,3.43E-01,247,-22151.47,-22224.46,-22193.17,22509.71,22369.91,23134.94,22151.47,22224.46,22193.17,4290,2030,-6450,15477.14,194491.4773
249,3.44E-01,248,-22152.53,-22224.45,-22192.12,22528.39,22360.86,23125.23,22152.53,22224.45,22192.12,4380,1930,-6430,15397.63,193492.3252
250,3.46E-01,249,-22153.59,-22224.44,-22191.06,22547.2,22352.27,23114.94,22153.59,22224.44,22191.06,4470,1820,-6400,15311.37,192408.35
251,3.47E-01,250,-22154.67,-22224.43,-22189.99,22566.11,22344.16,23104.08,22154.67,22224.43,22189.99,4550,1710,-6370,15218.59,191242.4422
252,3.49E-01,251,-22155.77,-22224.42,-22188.91,22585.1,22336.52,23092.66,22155.77,22224.42,22188.91,4630,1600,-6330,15119.53,189997.6175
253,3.50E-01,252,-22156.87,-22224.41,-22187.81,22604.14,22329.38,23080.7,22156.87,22224.41,22187.81,4720,1500,-6300,15014.46,188677.2689
254,3.51E-01,253,-22157.98,-22224.4,-22186.7,22623.21,22322.74,23068.21,22157.98,22224.4,22186.7,4800,1390,-6260,14903.7,187285.4177
255,3.53E-01,254,-22159.11,-22224.39,-22185.59,22642.3,22316.6,23055.21,22159.11,22224.39,22185.59,4880,1280,-6220,14787.55,185825.8338
256,3.54E-01,255,-22160.24,-22224.38,-22184.46,22661.37,22310.97,23041.71,22160.24,22224.38,22184.46,4950,1170,-6180,14666.38,184303.1667
257,3.56E-01,256,-22161.38,-22224.37,-22183.33,22680.41,22305.85,23027.73,22161.38,22224.37,22183.33,5030,1060,-6140,14540.54,182721.8146
258,3.57E-01,257,-22162.53,-22224.36,-22182.19,22699.4,22301.26,23013.29,22162.53,22224.36,22182.19,5110,949,-6090,14410.45,181087.0554
259,3.58E-01,258,-22163.69,-22224.35,-22181.04,22718.3,22297.2,22998.41,22163.69,22224.35,22181.04,5180,839,-6050,14276.5,179403.7901
260,3.60E-01,259,-22164.85,-22224.35,-22179.88,22737.11,22293.67,22983.1,22164.85,22224.35,22179.88,5250,729,-6000,14139.13,177677.5477
261,3.61E-01,260,-22166.02,-22224.34,-22178.72,22755.79,22290.68,22967.38,22166.02,22224.34,22178.72,5320,618,-5950,13998.8,175914.109
262,3.63E-01,261,-22167.19,-22224.33,-22177.55,22774.32,22288.22,22951.28,22167.19,22224.33,22177.55,5390,508,-5900,13855.95,174119.0029
263,3.64E-01,262,-22168.36,-22224.33,-22176.38,22792.68,22286.31,22934.81,22168.36,22224.33,22176.38,5460,397,-5840,13711.06,172298.2615
264,3.65E-01,263,-22169.54,-22224.33,-22175.21,22810.86,22284.94,22918,22169.54,22224.33,22175.21,5530,286,-5790,13564.62,170458.0422
265,3.67E-01,264,-22170.71,-22224.33,-22174.03,22828.82,22284.12,22900.86,22170.71,22224.33,22174.03,5590,176,-5730,13417.11,168604.3768
266,3.68E-01,265,-22171.89,-22224.32,-22172.86,22846.54,22283.84,22883.42,22171.89,22224.32,22172.86,5650,64.6,-5670,13269.04,166743.6743
267,3.69E-01,266,-22173.07,-22224.32,-22171.68,22864.01,22284.12,22865.69,22173.07,22224.32,22171.68,5710,-46.3,-5610,13120.9,164882.0922
268,3.71E-01,267,-22174.25,-22224.33,-22170.5,22881.19,22284.93,22847.7,22174.25,22224.33,22170.5,5770,-157,-5540,12973.19,163025.9136
269,3.72E-01,268,-22175.42,-22224.33,-22169.32,22898.08,22286.3,22829.48,22175.42,22224.33,22169.32,5830,-268,-5480,12826.42,161181.5474
270,3.74E-01,269,-22176.6,-22224.33,-22168.15,22914.64,22288.21,22811.03,22176.6,22224.33,22168.15,5890,-379,-5410,12681.07,159355.0254
271,3.75E-01,270,-22177.77,-22224.34,-22166.97,22930.87,22290.66,22792.4,22177.77,22224.34,22166.97,5940,-489,-5340,12537.63,157552.5052
272,3.76E-01,271,-22178.93,-22224.34,-22165.8,22946.73,22293.65,22773.59,22178.93,22224.34,22165.8,5990,-600,-5280,12396.59,155780.1443
273,3.78E-01,272,-22180.09,-22224.35,-22164.64,22962.2,22297.19,22754.63,22180.09,22224.35,22164.64,6040,-710,-5200,12258.41,154043.7232
274,3.79E-01,273,-22181.25,-22224.35,-22163.48,22977.27,22301.25,22735.55,22181.25,22224.35,22163.48,6090,-821,-5130,12123.54,152348.8968
275,3.81E-01,274,-22182.4,-22224.36,-22162.32,22991.93,22305.85,22716.36,22182.4,22224.36,22162.32,6140,-931,-5060,11992.43,150701.3199
276,3.82E-01,275,-22183.54,-22224.37,-22161.17,23006.14,22310.97,22697.09,22183.54,22224.37,22161.17,6180,-1040,-4980,11865.5,149106.2705
277,3.83E-01,276,-22184.67,-22224.38,-22160.03,23019.89,22316.61,22677.76,22184.67,22224.38,22160.03,6230,-1150,-4910,11743.15,147568.7751
278,3.85E-01,277,-22185.79,-22224.39,-22158.9,23033.17,22322.77,22658.4,22185.79,22224.39,22158.9,6270,-1260,-4830,11625.76,146093.6088
279,3.86E-01,278,-22186.91,-22224.4,-22157.78,23045.96,22329.44,22639.02,22186.91,22224.4,22157.78,6310,-1370,-4750,11513.71,144685.547
280,3.88E-01,279,-22188.01,-22224.41,-22156.67,23058.24,22336.61,22619.65,22188.01,22224.41,22156.67,6340,-1480,-4670,11407.32,143348.6108
281,3.89E-01,280,-22189.11,-22224.42,-22155.57,23069.99,22344.27,22600.31,22189.11,22224.42,22155.57,6380,-1590,-4580,11306.9,142086.6959
282,3.90E-01,281,-22190.19,-22224.43,-22154.48,23081.21,22352.42,22581.03,22190.19,22224.43,22154.48,6410,-1690,-4500,11212.75,140903.5721
283,3.92E-01,282,-22191.26,-22224.44,-22153.4,23091.88,22361.04,22561.82,22191.26,22224.44,22153.4,6440,-1800,-4420,11125.13,139802.5067
284,3.93E-01,283,-22192.32,-22224.45,-22152.33,23101.98,22370.14,22542.71,22192.32,22224.45,22152.33,6470,-1910,-4330,11044.26,138786.2643
285,3.94E-01,284,-22193.36,-22224.46,-22151.28,23111.5,22379.69,22523.71,22193.36,22224.46,22151.28,6490,-2010,-4240,10970.35,137857.4839
286,3.96E-01,285,-22194.39,-22224.47,-22150.25,23120.43,22389.69,22504.86,22194.39,22224.47,22150.25,6520,-2120,-4150,10903.59,137018.553
287,3.97E-01,286,-22195.4,-22224.48,-22149.23,23128.76,22400.13,22486.16,22195.4,22224.48,22149.23,6540,-2230,-4070,10844.11,136271.1052
288,3.99E-01,287,-22196.4,-22224.48,-22148.22,23136.48,22411,22467.65,22196.4,22224.48,22148.22,6560,-2330,-3970,10792.03,135616.6487
289,4.00E-01,288,-22197.39,-22224.49,-22147.23,23143.58,22422.29,22449.34,22197.39,22224.49,22147.23,6580,-2440,-3880,10747.46,135056.5655
290,4.01E-01,289,-22198.36,-22224.49,-22146.26,23150.06,22433.97,22431.24,22198.36,22224.49,22146.26,6590,-2540,-3790,10710.45,134591.4841
291,4.03E-01,290,-22199.31,-22224.49,-22145.31,23155.9,22446.05,22413.39,22199.31,22224.49,22145.31,6610,-2640,-3700,10681.03,134221.7815
292,4.04E-01,291,-22200.24,-22224.49,-22144.38,23161.1,22458.5,22395.8,22200.24,22224.49,22144.38,6620,-2750,-3600,10659.22,133947.709
293,4.06E-01,292,-22201.16,-22224.49,-22143.46,23165.65,22471.32,22378.49,22201.16,22224.49,22143.46,6630,-2850,-3510,10645.01,133769.1409
294,4.07E-01,293,-22202.06,-22224.49,-22142.57,23169.55,22484.49,22361.47,22202.06,22224.49,22142.57,6630,-2950,-3410,10638.34,133685.3232
295,4.08E-01,294,-22202.94,-22224.48,-22141.7,23172.8,22497.99,22344.77,22202.94,22224.48,22141.7,6640,-3050,-3310,10639.15,133695.5019
296,4.10E-01,295,-22203.8,-22224.47,-22140.84,23175.39,22511.81,22328.4,22203.8,22224.47,22140.84,6640,-3150,-3220,10647.36,133798.6718
297,4.11E-01,296,-22204.65,-22224.46,-22140.01,23177.32,22525.93,22312.38,22204.65,22224.46,22140.01,6640,-3250,-3120,10662.86,133993.4506
298,4.13E-01,297,-22205.47,-22224.44,-22139.21,23178.6,22540.34,22296.72,22205.47,22224.44,22139.21,6640,-3350,-3020,10685.51,134278.0789
299,4.14E-01,298,-22206.28,-22224.42,-22138.42,23179.21,22555.02,22281.45,22206.28,22224.42,22138.42,6630,-3440,-2920,10715.16,134650.6718
300,4.15E-01,299,-22207.07,-22224.39,-22137.66,23179.17,22569.96,22266.58,22207.07,22224.39,22137.66,6630,-3540,-2820,10751.65,135109.2186
301,4.17E-01,300,-22207.83,-22224.36,-22136.92,23178.47,22585.13,22252.11,22207.83,22224.36,22136.92,6620,-3640,-2710,10794.8,135651.4575
302,4.18E-01,301,-22208.58,-22224.32,-22136.21,23177.12,22600.52,22238.08,22208.58,22224.32,22136.21,6610,-3730,-2610,10844.41,136274.8752
303,4.19E-01,302,-22209.31,-22224.28,-22135.52,23175.13,22616.11,22224.49,22209.31,22224.28,22135.52,6590,-3820,-2510,10900.26,136976.707
304,4.21E-01,303,-22210.02,-22224.24,-22134.86,23172.49,22631.88,22211.35,22210.02,22224.24,22134.86,6580,-3920,-2410,10962.14,137754.314
305,4.22E-01,304,-22210.71,-22224.18,-22134.22,23169.22,22647.82,22198.68,22210.71,22224.18,22134.22,6560,-4010,-2300,11029.81,138604.6803
306,4.24E-01,305,-22211.37,-22224.12,-22133.61,23165.32,22663.9,22186.49,22211.37,22224.12,22133.61,6540,-4100,-2200,11103.03,139524.7899
307,4.25E-01,306,-22212.02,-22224.06,-22133.03,23160.79,22680.1,22174.79,22212.02,22224.06,22133.03,6520,-4190,-2090,11181.55,140511.5013
308,4.26E-01,307,-22212.65,-22223.99,-22132.47,23155.66,22696.41,22163.6,22212.65,22223.99,22132.47,6500,-4280,-1990,11265.12,141561.6729
309,4.28E-01,308,-22213.26,-22223.9,-22131.94,23149.92,22712.8,22152.92,22213.26,22223.9,22131.94,6470,-4360,-1880,11353.48,142672.0374
310,4.29E-01,309,-22213.85,-22223.82,-22131.44,23143.59,22729.25,22142.77,22213.85,22223.82,22131.44,6440,-4450,-1770,11446.35,143839.0763
311,4.31E-01,310,-22214.42,-22223.72,-22130.96,23136.69,22745.75,22133.16,22214.42,22223.72,22130.96,6410,-4530,-1670,11543.48,145059.6479
312,4.32E-01,311,-22214.97,-22223.61,-22130.52,23129.21,22762.27,22124.09,22214.97,22223.61,22130.52,6380,-4620,-1560,11644.59,146330.2336
313,4.33E-01,312,-22215.5,-22223.5,-22130.1,23121.18,22778.79,22115.57,22215.5,22223.5,22130.1,6350,-4700,-1450,11749.41,147647.4406
314,4.35E-01,313,-22216.01,-22223.37,-22129.71,23112.6,22795.29,22107.61,22216.01,22223.37,22129.71,6310,-4780,-1340,11857.68,149008.0015
315,4.36E-01,314,-22216.5,-22223.24,-22129.35,23103.5,22811.74,22100.23,22216.5,22223.24,22129.35,6270,-4860,-1230,11969.11,150408.2722
316,4.38E-01,315,-22216.97,-22223.09,-22129.02,23093.89,22828.13,22093.41,22216.97,22223.09,22129.02,6230,-4940,-1130,12083.45,151845.111
317,4.39E-01,316,-22217.43,-22222.94,-22128.72,23083.78,22844.44,22087.19,22217.43,22222.94,22128.72,6190,-5010,-1020,12200.41,153314.8737
318,4.40E-01,317,-22217.86,-22222.77,-22128.45,23073.19,22860.64,22081.55,22217.86,22222.77,22128.45,6140,-5090,-907,12319.74,154814.4187
319,4.42E-01,318,-22218.28,-22222.59,-22128.21,23062.13,22876.71,22076.5,22218.28,22222.59,22128.21,6100,-5160,-798,12441.17,156340.3531
320,4.43E-01,319,-22218.68,-22222.4,-22128,23050.63,22892.64,22072.05,22218.68,22222.4,22128,6050,-5230,-688,12564.42,157889.1583
321,4.44E-01,320,-22219.07,-22222.19,-22127.82,23038.7,22908.38,22068.21,22219.07,22222.19,22127.82,6000,-5310,-578,12689.25,159457.8183
322,4.46E-01,321,-22219.43,-22221.97,-22127.67,23026.37,22923.94,22064.97,22219.43,22221.97,22127.67,5950,-5370,-469,12815.38,161042.8146
323,4.47E-01,322,-22219.78,-22221.74,-22127.55,23013.64,22939.28,22062.34,22219.78,22221.74,22127.55,5890,-5440,-358,12942.56,162641.0057
324,4.49E-01,323,-22220.11,-22221.5,-22127.46,23000.54,22954.38,22060.32,22220.11,22221.5,22127.46,5840,-5510,-248,13070.53,164249.1241
325,4.50E-01,324,-22220.43,-22221.24,-22127.41,22987.09,22969.22,22058.91,22220.43,22221.24,22127.41,5780,-5570,-138,13199.03,165863.9027
326,4.51E-01,325,-22220.73,-22220.97,-22127.38,22973.31,22983.79,22058.12,22220.73,22220.97,22127.38,5720,-5630,-28,13327.82,167482.3256
327,4.53E-01,326,-22221.02,-22220.68,-22127.38,22959.21,22998.05,22057.94,22221.02,22220.68,22127.38,5660,-5690,82.3,13456.62,169100.8741
328,4.54E-01,327,-22221.29,-22220.38,-22127.41,22944.83,23011.99,22058.38,22221.29,22220.38,22127.41,5600,-5750,192,13585.2,170716.6581
329,4.56E-01,328,-22221.54,-22220.06,-22127.48,22930.18,23025.59,22059.43,22221.54,22220.06,22127.48,5530,-5810,303,13713.28,172326.1588
330,4.57E-01,329,-22221.79,-22219.72,-22127.57,22915.28,23038.83,22061.1,22221.79,22219.72,22127.57,5470,-5870,413,13840.63,173926.4861
331,4.58E-01,330,-22222.01,-22219.37,-22127.7,22900.15,23051.69,22063.37,22222.01,22219.37,22127.7,5400,-5920,523,13966.98,175514.247
332,4.60E-01,331,-22222.23,-22219,-22127.85,22884.82,23064.14,22066.26,22222.23,22219,22127.85,5330,-5970,633,14092.08,177086.3
333,4.61E-01,332,-22222.43,-22218.61,-22128.04,22869.3,23076.18,22069.75,22222.43,22218.61,22128.04,5260,-6020,742,14215.68,178639.5034
334,4.63E-01,333,-22222.62,-22218.21,-22128.25,22853.62,23087.78,22073.85,22222.62,22218.21,22128.25,5190,-6070,852,14337.5,180170.3387
335,4.64E-01,334,-22222.8,-22217.79,-22128.5,22837.8,23098.92,22078.54,22222.8,22217.79,22128.5,5110,-6120,961,14457.3,181675.7899
336,4.65E-01,335,-22222.96,-22217.35,-22128.78,22821.86,23109.59,22083.83,22222.96,22217.35,22128.78,5040,-6160,1070,14574.81,183152.4641
337,4.67E-01,336,-22223.12,-22216.89,-22129.08,22805.82,23119.77,22089.7,22223.12,22216.89,22129.08,4960,-6200,1180,14689.77,184597.0941
338,4.68E-01,337,-22223.26,-22216.41,-22129.42,22789.71,23129.44,22096.16,22223.26,22216.41,22129.42,4880,-6240,1290,14801.91,186006.2869
339,4.69E-01,338,-22223.39,-22215.92,-22129.78,22773.54,23138.59,22103.2,22223.39,22215.92,22129.78,4800,-6280,1400,14910.98,187376.9009
340,4.71E-01,339,-22223.52,-22215.4,-22130.17,22757.34,23147.2,22110.81,22223.52,22215.4,22130.17,4720,-6320,1500,15016.71,188705.5433
341,4.72E-01,340,-22223.63,-22214.87,-22130.6,22741.13,23155.26,22118.98,22223.63,22214.87,22130.6,4640,-6350,1610,15118.82,189988.6954
342,4.74E-01,341,-22223.74,-22214.32,-22131.05,22724.93,23162.76,22127.7,22223.74,22214.32,22131.05,4560,-6380,1720,15217.07,191223.3413
343,4.75E-01,342,-22223.83,-22213.74,-22131.53,22708.76,23169.68,22136.97,22223.83,22213.74,22131.53,4470,-6410,1830,15311.18,192405.9624
344,4.76E-01,343,-22223.92,-22213.15,-22132.03,22692.64,23176.01,22146.77,22223.92,22213.15,22132.03,4390,-6440,1930,15400.89,193533.2915
